name,sex,births,year
Hannah,F,317,1989
Jared,M,142,1989
Carly,F,133,1989
Anthony,M,479,1989
Ashley,F,312,1989
Beau,M,139,1989
Alana,F,133,1989
John,M,476,1989
Natasha,F,309,1989
Edward,M,136,1989
Jessie,F,131,1989
Mark,M,423,1989
Erin,F,269,1989
Shannon,M,126,1989
Rhiannon,F,131,1989
Bradley,M,421,1989
Megan,F,259,1989
Martin,M,123,1989
Grace,F,130,1989
Daniel,M,1554,1988
Jessica,F,1474,1988
Jack,M,184,1988
Carly,F,160,1988
Matthew,M,1539,1988
Sarah,F,1205,1988
Troy,M,179,1988
Claire,F,159,1988
Christopher,M,1396,1988
Emma,F,945,1988
Richard,M,177,1988
Jacqueline,F,158,1988
Michael,M,1299,1988
Samantha,F,843,1988
Jesse,M,174,1988
Alicia,F,158,1988
Benjamin,M,1085,1988
Rebecca,F,820,1988
Todd,M,165,1988
Katrina,F,156,1988
James,M,1064,1988
Melissa,F,685,1988
Craig,M,160,1988
Alison,F,152,1988
Andrew,M,989,1988
Amy,F,679,1988
Adrian,M,160,1988
Jasmine,F,150,1988
David,M,867,1988
Amanda,F,606,1988
Ben,M,160,1988
Kathryn,F,148,1988
Luke,M,797,1988
Nicole,F,517,1988
Phillip,M,157,1988
Sally,F,141,1988
Thomas,M,735,1988
Danielle,F,507,1988
Dylan,M,157,1988
Elise,F,141,1988
Adam,M,728,1988
Laura,F,448,1988
Lachlan,M,149,1988
Christine,F,139,1988
Nathan,M,711,1988
Natalie,F,421,1988
Ashley,M,145,1988
Tiffany,F,138,1988
Mitchell,M,658,1988
Stephanie,F,415,1988
Rhys,M,137,1988
Tamara,F,136,1988
Timothy,M,650,1988
Ashleigh,F,412,1988
Jared,M,136,1988
Zoe,F,135,1988
Scott,M,608,1988
Kate,F,383,1988
George,M,131,1988
Tegan,F,133,1988
Jason,M,556,1988
Elizabeth,F,381,1988
Shannon,M,129,1988
Catherine,F,131,1988
Alexander,M,493,1988
Lisa,F,342,1988
Gregory,M,129,1988
Kirsty,F,127,1988
John,M,477,1988
Rachel,F,336,1988
Zachary,M,124,1988
Leah,F,121,1988
Ryan,M,465,1988
Alexandra,F,334,1988
Sam,M,124,1988
Louise,F,115,1988
Robert,M,463,1988
Michelle,F,315,1988
Beau,M,120,1988
Gemma,F,114,1988
Peter,M,454,1988
Ashley,F,289,1988
Corey,M,119,1988
Sara,F,114,1988
Aaron,M,441,1988
Kylie,F,288,1988
Grant,M,119,1988
Chantelle,F,114,1988
Samuel,M,436,1988
Erin,F,268,1988
Liam,M,119,1988
Alana,F,109,1988
Mark,M,425,1988
Megan,F,266,1988
Dale,M,116,1988
Lucy,F,108,1988
Anthony,M,416,1988
Katherine,F,248,1988
Darren,M,116,1988
Alyce,F,105,1988
Matthew,M,1544,1987
Jessica,F,1402,1987
Jeremy,M,187,1987
Sara,F,158,1987
Daniel,M,1528,1987
Sarah,F,1247,1987
Troy,M,162,1987
Ashlee,F,156,1987
Christopher,M,1360,1987
Rebecca,F,874,1987
Blake,M,154,1987
Jacqueline,F,149,1987
Michael,M,1236,1987
Samantha,F,834,1987
Ben,M,154,1987
Hayley,F,148,1987
Andrew,M,1043,1987
Amanda,F,779,1987
Trent,M,153,1987
Bianca,F,148,1987
Benjamin,M,1011,1987
Amy,F,664,1987
Jesse,M,145,1987
Rachael,F,148,1987
James,M,988,1987
Melissa,F,638,1987
Grant,M,145,1987
Claire,F,148,1987
Luke,M,897,1987
Lauren,F,585,1987
Todd,M,142,1987
Kathryn,F,145,1987
Joshua,M,845,1987
Nicole,F,490,1987
Shannon,M,136,1987
Katrina,F,145,1987
Adam,M,765,1987
Kylie,F,416,1987
Beau,M,134,1987
Christine,F,141,1987
Timothy,M,735,1987
Natalie,F,402,1987
Jack,M,127,1987
Louise,F,139,1987
Nathan,M,695,1987
Danielle,F,401,1987
Lachlan,M,126,1987
Kirsty,F,137,1987
Mitchell,M,688,1987
Laura,F,388,1987
Dylan,M,125,1987
Alyce,F,134,1987
Scott,M,644,1987
Ashley,F,379,1987
Liam,M,125,1987
Holly,F,129,1987
Nicholas,M,576,1987
Elizabeth,F,371,1987
Rhys,M,125,1987
Carly,F,129,1987
Jason,M,556,1987
Stephanie,F,371,1987
Ashley,M,124,1987
Kimberley,F,129,1987
Mark,M,500,1987
Lisa,F,369,1987
Damien,M,124,1987
Zoe,F,127,1987
Ryan,M,480,1987
Megan,F,345,1987
Gregory,M,122,1987
Simone,F,118,1987
Robert,M,477,1987
Rachel,F,334,1987
George,M,121,1987
Tegan,F,116,1987
Aaron,M,474,1987
Alexandra,F,319,1987
Jared,M,120,1987
Leah,F,114,1987
Peter,M,462,1987
Michelle,F,305,1987
Corey,M,119,1987
Alana,F,110,1987
Anthony,M,445,1987
Ashleigh,F,299,1987
Edward,M,117,1987
Tamara,F,109,1987
John,M,432,1987
Erin,F,283,1987
Jake,M,114,1987
Naomi,F,107,1987
Steven,M,405,1987
Emily,F,281,1987
Brent,M,114,1987
Jasmine,F,106,1987
Alexander,M,404,1987
Renee,F,240,1987
Ian,M,114,1987
Kathleen,F,106,1987
Matthew,M,1597,1986
Jessica,F,1369,1986
Sean,M,187,1986
Katrina,F,155,1986
Christopher,M,1442,1986
Sarah,F,1274,1986
Trent,M,181,1986
Rachael,F,155,1986
Daniel,M,1440,1986
Rebecca,F,895,1986
Jamie,M,178,1986
Bianca,F,154,1986
Michael,M,1280,1986
Amanda,F,769,1986
Jacob,M,169,1986
Claire,F,151,1986
Andrew,M,1098,1986
Melissa,F,631,1986
Todd,M,156,1986
Courtney,F,147,1986
James,M,1030,1986
Nicole,F,627,1986
Ashley,M,154,1986
Kathryn,F,145,1986
David,M,991,1986
Lauren,F,606,1986
Grant,M,143,1986
Hannah,F,145,1986
Luke,M,923,1986
Amy,F,600,1986
Ian,M,139,1986
Sally,F,142,1986
Joshua,M,781,1986
Samantha,F,564,1986
Gregory,M,138,1986
Joanne,F,141,1986
Adam,M,779,1986
Kate,F,419,1986
Shannon,M,135,1986
Carly,F,133,1986
Nathan,M,770,1986
Kylie,F,400,1986
Ben,M,134,1986
Sophie,F,132,1986
Timothy,M,759,1986
Rachel,F,390,1986
Jesse,M,127,1986
Gemma,F,130,1986
Scott,M,611,1986
Lisa,F,379,1986
Damien,M,126,1986
Holly,F,129,1986
Mitchell,M,602,1986
Laura,F,373,1986
George,M,120,1986
Christine,F,128,1986
Thomas,M,571,1986
Natalie,F,370,1986
Corey,M,119,1986
Tegan,F,125,1986
Nicholas,M,555,1986
Elizabeth,F,368,1986
Lachlan,M,116,1986
Louise,F,124,1986
Aaron,M,543,1986
Danielle,F,361,1986
Kevin,M,112,1986
Leah,F,123,1986
Peter,M,531,1986
Stephanie,F,342,1986
Dylan,M,112,1986
Simone,F,122,1986
Jason,M,521,1986
Michelle,F,329,1986
Brent,M,111,1986
Tiffany,F,122,1986
Robert,M,521,1986
Katie,F,282,1986
Martin,M,109,1986
Tamara,F,110,1986
Ryan,M,518,1986
Megan,F,282,1986
Blake,M,105,1986
Kirsty,F,110,1986
John,M,477,1986
Erin,F,279,1986
Jonathon,M,104,1986
Krystal,F,108,1986
Mark,M,468,1986
Kristy,F,279,1986
Dane,M,104,1986
Naomi,F,107,1986
Paul,M,428,1986
Tara,F,270,1986
Gavin,M,102,1986
Zoe,F,106,1986
Anthony,M,418,1986
Emily,F,265,1986
Darren,M,100,1986
Fiona,F,105,1986
Matthew,M,1541,1985
Jessica,F,1187,1985
Grant,M,183,1985
Christine,F,158,1985
Christopher,M,1494,1985
Sarah,F,1040,1985
Phillip,M,181,1985
Rachael,F,153,1985
Daniel,M,1458,1985
Rebecca,F,925,1985
Ben,M,161,1985
Louise,F,151,1985
Michael,M,1390,1985
Amanda,F,806,1985
Ashley,M,157,1985
Karina,F,138,1985
David,M,1099,1985
Melissa,F,655,1985
Gregory,M,150,1985
Fiona,F,133,1985
Andrew,M,1086,1985
Amy,F,653,1985
Kyle,M,147,1985
Bianca,F,132,1985
James,M,1019,1985
Nicole,F,652,1985
Jacob,M,143,1985
Leah,F,132,1985
Benjamin,M,955,1985
Emma,F,505,1985
Troy,M,138,1985
Gemma,F,131,1985
Adam,M,917,1985
Lisa,F,485,1985
Trent,M,135,1985
Ashley,F,130,1985
Joshua,M,862,1985
Kylie,F,419,1985
Ian,M,134,1985
Sophie,F,128,1985
Timothy,M,768,1985
Natalie,F,412,1985
Darren,M,134,1985
Kayla,F,128,1985
Nathan,M,765,1985
Samantha,F,411,1985
George,M,129,1985
Courtney,F,126,1985
Mark,M,586,1985
Kate,F,399,1985
Blake,M,127,1985
Jodie,F,126,1985
Scott,M,586,1985
Michelle,F,386,1985
Shannon,M,126,1985
Tegan,F,125,1985
Jason,M,571,1985
Laura,F,369,1985
Stuart,M,118,1985
Kimberley,F,124,1985
Nicholas,M,569,1985
Elizabeth,F,356,1985
Kevin,M,110,1985
Hannah,F,123,1985
Peter,M,553,1985
Erin,F,334,1985
Jay,M,110,1985
Tamara,F,123,1985
Robert,M,543,1985
Jennifer,F,332,1985
Dylan,M,109,1985
Zoe,F,122,1985
John,M,528,1985
Tara,F,321,1985
Brendon,M,109,1985
Naomi,F,118,1985
Mitchell,M,507,1985
Kelly,F,315,1985
Dane,M,107,1985
Holly,F,117,1985
Ryan,M,497,1985
Kristy,F,308,1985
Lachlan,M,107,1985
Krystal,F,116,1985
Paul,M,491,1985
Renee,F,302,1985
Damien,M,106,1985
Joanne,F,114,1985
Aaron,M,489,1985
Rachel,F,300,1985
Martin,M,105,1985
Sara,F,112,1985
Brendan,M,457,1985
Danielle,F,295,1985
Gavin,M,104,1985
Carly,F,112,1985
Thomas,M,446,1985
Katherine,F,286,1985
Jeffrey,M,98,1985
Jasmine,F,111,1985
Matthew,M,1699,1984
Jessica,F,1249,1984
Gregory,M,211,1984
Holly,F,180,1984
Daniel,M,1667,1984
Sarah,F,1166,1984
Troy,M,199,1984
Leah,F,178,1984
Michael,M,1612,1984
Rebecca,F,1146,1984
Jamie,M,195,1984
Claire,F,177,1984
Christopher,M,1600,1984
Melissa,F,814,1984
Jeremy,M,193,1984
Rachael,F,169,1984
David,M,1297,1984
Amanda,F,752,1984
Todd,M,176,1984
Joanne,F,163,1984
Andrew,M,1238,1984
Lauren,F,738,1984
Blake,M,171,1984
Sara,F,158,1984
Benjamin,M,1164,1984
Lisa,F,656,1984
Stuart,M,168,1984
Tanya,F,158,1984
James,M,1077,1984
Nicole,F,644,1984
George,M,165,1984
Fiona,F,158,1984
Luke,M,1066,1984
Emma,F,584,1984
Dane,M,159,1984
Alana,F,157,1984
Joshua,M,896,1984
Michelle,F,566,1984
Jacob,M,157,1984
Bianca,F,155,1984
Timothy,M,866,1984
Kylie,F,539,1984
Gavin,M,152,1984
Karina,F,154,1984
Nathan,M,855,1984
Erin,F,536,1984
Ian,M,152,1984
Karen,F,153,1984
Scott,M,754,1984
Natalie,F,476,1984
Damien,M,150,1984
Crystal,F,153,1984
Mark,M,721,1984
Kate,F,467,1984
Darren,M,149,1984
Carly,F,145,1984
Nicholas,M,672,1984
Elizabeth,F,430,1984
Kevin,M,149,1984
Krystal,F,144,1984
Peter,M,670,1984
Samantha,F,416,1984
Trent,M,147,1984
Simone,F,143,1984
Steven,M,616,1984
Kristy,F,406,1984
Brendon,M,141,1984
Naomi,F,142,1984
Jason,M,601,1984
Laura,F,399,1984
Brenton,M,139,1984
Leanne,F,141,1984
Ryan,M,599,1984
Rachel,F,377,1984
Lee,M,136,1984
Gemma,F,140,1984
Paul,M,588,1984
Jennifer,F,375,1984
Jay,M,127,1984
Melinda,F,140,1984
John,M,577,1984
Angela,F,367,1984
Martin,M,127,1984
Kellie,F,140,1984
Aaron,M,556,1984
Danielle,F,362,1984
Evan,M,125,1984
Courtney,F,138,1984
Anthony,M,518,1984
Kelly,F,361,1984
Wayne,M,122,1984
Casey,F,137,1984
Mitchell,M,441,1984
Tara,F,351,1984
Shannon,M,119,1984
Julie,F,137,1984
Thomas,M,426,1984
Katie,F,332,1984
Brent,M,117,1984
Amber,F,136,1984
Michael,M,1522,1983
Sarah,F,1010,1983
Cameron,M,182,1983
Kathryn,F,161,1983
Matthew,M,1438,1983
Rebecca,F,1001,1983
Sean,M,177,1983
Tanya,F,156,1983
Christopher,M,1391,1983
Jessica,F,916,1983
Ben,M,174,1983
Rachael,F,152,1983
Daniel,M,1303,1983
Melissa,F,806,1983
Jamie,M,170,1983
Karen,F,152,1983
David,M,1219,1983
Amanda,F,747,1983
Blake,M,156,1983
Alexandra,F,148,1983
Andrew,M,1059,1983
Nicole,F,599,1983
Todd,M,145,1983
Bianca,F,144,1983
Benjamin,M,1039,1983
Amy,F,598,1983
Wayne,M,145,1983
Leanne,F,141,1983
Luke,M,969,1983
Lauren,F,554,1983
Damien,M,141,1983
Tara,F,140,1983
James,M,885,1983
Emma,F,533,1983
George,M,139,1983
Julie,F,140,1983
Joshua,M,803,1983
Lisa,F,532,1983
Trent,M,137,1983
Amber,F,137,1983
Nathan,M,781,1983
Kylie,F,464,1983
Jacob,M,132,1983
Casey,F,137,1983
Timothy,M,712,1983
Erin,F,462,1983
Stuart,M,129,1983
Linda,F,134,1983
Peter,M,708,1983
Natalie,F,436,1983
Dane,M,129,1983
Naomi,F,134,1983
Robert,M,656,1983
Kate,F,428,1983
Shannon,M,125,1983
Krystal,F,130,1983
John,M,625,1983
Belinda,F,402,1983
Ashley,M,119,1983
Kim,F,130,1983
Scott,M,605,1983
Jennifer,F,378,1983
Philip,M,118,1983
Holly,F,125,1983
Nicholas,M,599,1983
Kelly,F,368,1983
Darren,M,117,1983
Claire,F,125,1983
Jason,M,571,1983
Elizabeth,F,366,1983
Glen,M,117,1983
Sara,F,124,1983
Paul,M,551,1983
Angela,F,350,1983
Martin,M,116,1983
Alana,F,122,1983
Aaron,M,515,1983
Renee,F,331,1983
Kevin,M,113,1983
Simone,F,116,1983
Steven,M,503,1983
Rachel,F,313,1983
Brent,M,113,1983
Candice,F,115,1983
Anthony,M,463,1983
Laura,F,308,1983
Jonathon,M,113,1983
Kristie,F,114,1983
Ryan,M,459,1983
Danielle,F,280,1983
Clinton,M,112,1983
Kellie,F,114,1983
Shane,M,418,1983
Samantha,F,262,1983
Lee,M,111,1983
Melinda,F,113,1983
Bradley,M,401,1983
Katie,F,261,1983
Jay,M,111,1983
Christine,F,112,1983
Matthew,M,1441,1982
Rebecca,F,1069,1982
Cameron,M,178,1982
Leanne,F,163,1982
Michael,M,1440,1982
Sarah,F,980,1982
Ben,M,172,1982
Leah,F,158,1982
Daniel,M,1328,1982
Melissa,F,811,1982
Sean,M,165,1982
Julie,F,154,1982
Christopher,M,1271,1982
Amanda,F,693,1982
Wayne,M,157,1982
Claire,F,154,1982
David,M,1232,1982
Nicole,F,672,1982
Trent,M,154,1982
Kim,F,150,1982
Andrew,M,1125,1982
Michelle,F,587,1982
Ian,M,148,1982
Tanya,F,148,1982
Adam,M,1060,1982
Jessica,F,578,1982
Damien,M,147,1982
Christine,F,145,1982
Luke,M,923,1982
Emma,F,517,1982
Stuart,M,145,1982
Rachael,F,140,1982
James,M,923,1982
Kristy,F,514,1982
Lee,M,142,1982
Kellie,F,138,1982
Nathan,M,790,1982
Lisa,F,506,1982
George,M,137,1982
Sara,F,137,1982
Timothy,M,761,1982
Natalie,F,492,1982
Glenn,M,136,1982
Alexandra,F,134,1982
Peter,M,742,1982
Kylie,F,481,1982
Shannon,M,135,1982
Amber,F,132,1982
Mark,M,719,1982
Kelly,F,474,1982
Martin,M,133,1982
Stephanie,F,130,1982
Robert,M,694,1982
Kate,F,450,1982
Jay,M,127,1982
Linda,F,130,1982
Scott,M,637,1982
Belinda,F,432,1982
Ashley,M,123,1982
Kristen,F,130,1982
Paul,M,616,1982
Elizabeth,F,388,1982
Darren,M,116,1982
Kimberley,F,129,1982
Nicholas,M,601,1982
Jennifer,F,386,1982
Todd,M,115,1982
Maria,F,128,1982
John,M,596,1982
Erin,F,377,1982
Geoffrey,M,111,1982
Casey,F,127,1982
Jason,M,582,1982
Angela,F,357,1982
Brendon,M,109,1982
Susan,F,122,1982
Steven,M,544,1982
Samantha,F,297,1982
Gavin,M,107,1982
Crystal,F,122,1982
Anthony,M,462,1982
Alison,F,292,1982
Lucas,M,107,1982
Candice,F,118,1982
Ryan,M,461,1982
Danielle,F,283,1982
Jacob,M,105,1982
Bianca,F,115,1982
Aaron,M,442,1982
Katherine,F,280,1982
Glen,M,105,1982
Donna,F,115,1982
Shane,M,419,1982
Melanie,F,277,1982
Jeffrey,M,104,1982
Melinda,F,114,1982
Simon,M,405,1982
Renee,F,276,1982
Clinton,M,100,1982
Alana,F,114,1982
Michael,M,1489,1981
Rebecca,F,1151,1981
Thomas,M,182,1981
Hayley,F,166,1981
Daniel,M,1467,1981
Sarah,F,960,1981
Trent,M,179,1981
Alicia,F,164,1981
Matthew,M,1284,1981
Amanda,F,840,1981
Sean,M,178,1981
Linda,F,163,1981
David,M,1266,1981
Melissa,F,794,1981
Patrick,M,171,1981
Tracey,F,160,1981
Andrew,M,1178,1981
Nicole,F,674,1981
Jeremy,M,167,1981
Leah,F,153,1981
Benjamin,M,1151,1981
Lisa,F,626,1981
Mitchell,M,167,1981
Amber,F,153,1981
Luke,M,1098,1981
Michelle,F,613,1981
Wayne,M,165,1981
Melinda,F,150,1981
Adam,M,1039,1981
Emma,F,507,1981
Cameron,M,158,1981
Carly,F,149,1981
Nathan,M,900,1981
Amy,F,505,1981
Gavin,M,157,1981
Jade,F,145,1981
Peter,M,824,1981
Kylie,F,504,1981
Lee,M,147,1981
Rachael,F,144,1981
Mark,M,817,1981
Belinda,F,500,1981
George,M,145,1981
Naomi,F,144,1981
James,M,813,1981
Kelly,F,496,1981
Todd,M,143,1981
Sara,F,132,1981
Timothy,M,690,1981
Kate,F,456,1981
Ashley,M,136,1981
Claire,F,129,1981
Paul,M,678,1981
Natalie,F,435,1981
Glen,M,135,1981
Shannon,F,124,1981
Scott,M,638,1981
Elizabeth,F,370,1981
Rodney,M,134,1981
Maria,F,123,1981
Jason,M,632,1981
Renee,F,367,1981
Jay,M,133,1981
Jane,F,120,1981
John,M,608,1981
Erin,F,364,1981
Martin,M,131,1981
Kristen,F,120,1981
Steven,M,519,1981
Jessica,F,363,1981
Stuart,M,131,1981
Bianca,F,119,1981
Nicholas,M,514,1981
Jennifer,F,345,1981
Glenn,M,119,1981
Alexandra,F,119,1981
Anthony,M,502,1981
Danielle,F,297,1981
Dane,M,118,1981
Kellie,F,119,1981
Joshua,M,472,1981
Melanie,F,294,1981
Brian,M,117,1981
Kristie,F,119,1981
Aaron,M,453,1981
Katrina,F,293,1981
Shannon,M,116,1981
Alana,F,118,1981
Stephen,M,421,1981
Brooke,F,290,1981
Tony,M,114,1981
Tammy,F,110,1981
Shane,M,412,1981
Alison,F,284,1981
Jeffrey,M,111,1981
Donna,F,110,1981
Bradley,M,406,1981
Angela,F,282,1981
Lucas,M,111,1981
Heidi,F,110,1981
Michael,M,1497,1980
Rebecca,F,1083,1980
Ian,M,177,1980
Linda,F,155,1980
Daniel,M,1341,1980
Amanda,F,787,1980
Grant,M,168,1980
Rachael,F,154,1980
David,M,1258,1980
Sarah,F,700,1980
Brendan,M,168,1980
Amber,F,153,1980
Matthew,M,1192,1980
Michelle,F,695,1980
Wayne,M,165,1980
Alexandra,F,153,1980
Andrew,M,1176,1980
Melissa,F,675,1980
Patrick,M,157,1980
Shannon,F,147,1980
Benjamin,M,1059,1980
Nicole,F,663,1980
Darren,M,157,1980
Kellie,F,145,1980
Adam,M,1026,1980
Lisa,F,632,1980
Gavin,M,154,1980
Alicia,F,141,1980
Christopher,M,979,1980
Kristy,F,591,1980
Lee,M,150,1980
Jane,F,140,1980
Luke,M,824,1980
Kelly,F,590,1980
Samuel,M,147,1980
Laura,F,140,1980
Mark,M,823,1980
Kylie,F,578,1980
Shaun,M,147,1980
Christine,F,139,1980
Peter,M,794,1980
Amy,F,507,1980
Todd,M,145,1980
Jacqueline,F,139,1980
James,M,786,1980
Emma,F,474,1980
Glenn,M,140,1980
Melinda,F,136,1980
Nathan,M,780,1980
Belinda,F,468,1980
Glen,M,138,1980
Emily,F,135,1980
Timothy,M,722,1980
Natalie,F,431,1980
Jeremy,M,132,1980
Donna,F,131,1980
Jason,M,698,1980
Kate,F,381,1980
Stuart,M,132,1980
Susan,F,128,1980
Paul,M,679,1980
Jennifer,F,365,1980
George,M,129,1980
Jade,F,124,1980
Scott,M,643,1980
Renee,F,357,1980
Shannon,M,120,1980
Tammy,F,122,1980
Robert,M,617,1980
Elizabeth,F,352,1980
Sean,M,119,1980
Leah,F,122,1980
Anthony,M,570,1980
Danielle,F,345,1980
Lucas,M,117,1980
Maria,F,122,1980
John,M,558,1980
Angela,F,336,1980
Clinton,M,117,1980
Cassandra,F,119,1980
Nicholas,M,479,1980
Rachel,F,330,1980
Tony,M,117,1980
Heidi,F,117,1980
Steven,M,476,1980
Alison,F,328,1980
Ashley,M,116,1980
Claire,F,116,1980
Aaron,M,448,1980
Lauren,F,296,1980
Jay,M,115,1980
Hayley,F,115,1980
Craig,M,419,1980
Melanie,F,276,1980
Chad,M,112,1980
Bianca,F,113,1980
Shane,M,416,1980
Samantha,F,262,1980
Rodney,M,109,1980
Kristie,F,112,1980
Michael,M,1596,1979
Rebecca,F,1061,1979
Brendan,M,185,1979
Jane,F,177,1979
Daniel,M,1411,1979
Melissa,F,834,1979
Thomas,M,181,1979
Jade,F,172,1979
Matthew,M,1330,1979
Sarah,F,794,1979
Grant,M,177,1979
Jacqueline,F,168,1979
David,M,1306,1979
Michelle,F,737,1979
Sean,M,176,1979
Erin,F,167,1979
Andrew,M,1256,1979
Kelly,F,734,1979
Jonathan,M,170,1979
Leah,F,158,1979
Benjamin,M,1195,1979
Amanda,F,711,1979
Glenn,M,169,1979
Tammy,F,158,1979
Christopher,M,1029,1979
Lisa,F,684,1979
Jeremy,M,166,1979
Donna,F,154,1979
Mark,M,939,1979
Kylie,F,660,1979
Gavin,M,165,1979
Rachael,F,152,1979
Peter,M,888,1979
Belinda,F,596,1979
Todd,M,162,1979
Claire,F,151,1979
Nathan,M,881,1979
Kristy,F,562,1979
Martin,M,162,1979
Simone,F,150,1979
James,M,789,1979
Emma,F,478,1979
Stuart,M,156,1979
Melinda,F,150,1979
Paul,M,752,1979
Natalie,F,455,1979
Patrick,M,154,1979
Susan,F,146,1979
Luke,M,751,1979
Amy,F,438,1979
Shannon,M,153,1979
Alicia,F,143,1979
Timothy,M,729,1979
Danielle,F,426,1979
Cameron,M,148,1979
Mary,F,142,1979
Scott,M,684,1979
Renee,F,403,1979
Glen,M,148,1979
Caroline,F,140,1979
Robert,M,674,1979
Angela,F,390,1979
George,M,146,1979
Sharon,F,140,1979
John,M,651,1979
Melanie,F,379,1979
Rodney,M,145,1979
Bianca,F,140,1979
Anthony,M,603,1979
Kate,F,375,1979
Tony,M,140,1979
Shannon,F,138,1979
Shane,M,572,1979
Alison,F,375,1979
Brian,M,127,1979
Heidi,F,137,1979
Steven,M,518,1979
Karen,F,364,1979
Geoffrey,M,125,1979
Sandra,F,134,1979
Aaron,M,518,1979
Elizabeth,F,338,1979
Chad,M,124,1979
Maria,F,132,1979
Craig,M,470,1979
Rachel,F,324,1979
Jay,M,122,1979
Helen,F,131,1979
Bradley,M,440,1979
Samantha,F,316,1979
Ashley,M,120,1979
Cassandra,F,130,1979
Nicholas,M,422,1979
Kim,F,297,1979
Edward,M,119,1979
Laura,F,128,1979
Stephen,M,408,1979
Joanne,F,296,1979
Kevin,M,119,1979
Amber,F,128,1979
Michael,M,1460,1978
Rebecca,F,1077,1978
Shannon,M,174,1978
Katie,F,161,1978
David,M,1314,1978
Michelle,F,864,1978
George,M,169,1978
Peta,F,160,1978
Matthew,M,1289,1978
Nicole,F,745,1978
Rodney,M,168,1978
Jacqueline,F,158,1978
Daniel,M,1242,1978
Melissa,F,737,1978
Jeremy,M,163,1978
Brooke,F,150,1978
Andrew,M,1131,1978
Lisa,F,694,1978
Joel,M,163,1978
Leah,F,150,1978
Benjamin,M,1094,1978
Sarah,F,652,1978
Ben,M,161,1978
Cassandra,F,148,1978
Christopher,M,955,1978
Belinda,F,639,1978
Alexander,M,157,1978
Tammy,F,146,1978
Adam,M,894,1978
Kelly,F,622,1978
Todd,M,157,1978
Stacey,F,145,1978
Peter,M,786,1978
Amanda,F,615,1978
Cameron,M,153,1978
Simone,F,144,1978
Paul,M,768,1978
Kristy,F,480,1978
Glenn,M,152,1978
Jane,F,141,1978
Nathan,M,738,1978
Natalie,F,451,1978
Gavin,M,150,1978
Emily,F,138,1978
Scott,M,726,1978
Emma,F,420,1978
Lee,M,143,1978
Tracy,F,137,1978
Jason,M,695,1978
Jennifer,F,418,1978
Glen,M,140,1978
Kirsty,F,134,1978
Robert,M,641,1978
Melanie,F,417,1978
Martin,M,138,1978
Deborah,F,133,1978
James,M,608,1978
Karen,F,346,1978
Jonathan,M,134,1978
Olivia,F,131,1978
John,M,601,1978
Angela,F,342,1978
Jeffrey,M,132,1978
Lauren,F,131,1978
Steven,M,570,1978
Alison,F,332,1978
Philip,M,127,1978
Helen,F,129,1978
Luke,M,543,1978
Danielle,F,331,1978
Thomas,M,125,1978
Jessica,F,129,1978
Anthony,M,533,1978
Elizabeth,F,327,1978
Brian,M,123,1978
Sandra,F,127,1978
Timothy,M,512,1978
Rachel,F,324,1978
Damian,M,121,1978
Tamara,F,123,1978
Craig,M,473,1978
Joanne,F,317,1978
Patrick,M,120,1978
Erin,F,123,1978
Bradley,M,450,1978
Amy,F,316,1978
Chad,M,115,1978
Caroline,F,121,1978
Stephen,M,430,1978
Kate,F,312,1978
Trevor,M,111,1978
Heidi,F,121,1978
Aaron,M,383,1978
Samantha,F,295,1978
Tony,M,108,1978
Mary,F,116,1978
Brett,M,365,1978
Kim,F,281,1978
Colin,M,105,1978
Anne,F,116,1978
Michael,M,1478,1977
Rebecca,F,1048,1977
Ben,M,181,1977
Susan,F,162,1977
Matthew,M,1420,1977
Melissa,F,823,1977
Joseph,M,180,1977
Simone,F,161,1977
David,M,1403,1977
Michelle,F,778,1977
Glen,M,180,1977
Tammy,F,160,1977
Daniel,M,1289,1977
Nicole,F,777,1977
Jeremy,M,173,1977
Christine,F,154,1977
Benjamin,M,1126,1977
Amanda,F,702,1977
Sean,M,173,1977
Tracy,F,150,1977
Andrew,M,1079,1977
Kylie,F,679,1977
Gavin,M,165,1977
Katie,F,146,1977
Mark,M,881,1977
Sarah,F,641,1977
Todd,M,163,1977
Cassandra,F,145,1977
Jason,M,863,1977
Lisa,F,592,1977
Samuel,M,162,1977
Sandra,F,143,1977
Christopher,M,825,1977
Kelly,F,544,1977
Alexander,M,152,1977
Naomi,F,143,1977
Paul,M,805,1977
Natalie,F,522,1977
Shaun,M,152,1977
Helen,F,142,1977
Scott,M,730,1977
Karen,F,398,1977
Cameron,M,151,1977
Heidi,F,133,1977
Peter,M,714,1977
Jennifer,F,394,1977
Thomas,M,145,1977
Deborah,F,132,1977
Nathan,M,698,1977
Renee,F,391,1977
Jonathan,M,139,1977
Shannon,F,128,1977
Robert,M,650,1977
Melanie,F,388,1977
Martin,M,134,1977
Laura,F,127,1977
John,M,559,1977
Angela,F,355,1977
Colin,M,128,1977
Stacey,F,126,1977
Steven,M,557,1977
Emma,F,355,1977
Christian,M,127,1977
Mary,F,124,1977
Bradley,M,540,1977
Alison,F,336,1977
Philip,M,126,1977
Kristie,F,123,1977
Craig,M,537,1977
Elizabeth,F,324,1977
Brian,M,124,1977
Jessica,F,123,1977
Anthony,M,529,1977
Rachel,F,320,1977
Kevin,M,123,1977
Wendy,F,118,1977
Shane,M,519,1977
